epoch,train_loss,val_loss,lr
1,0.6162674427032471,1.7527819871902466,0.0001
2,1.6063661575317383,0.9432204961776733,0.0001
3,0.8850460648536682,0.5685148239135742,0.0001
4,0.7582995891571045,0.5500259399414062,0.0001
5,0.7536911964416504,0.4330595135688782,0.0001
6,0.5000278949737549,0.6699131727218628,0.0001
7,0.6028948426246643,0.7480959892272949,0.0001
8,0.6678450107574463,0.6508491039276123,0.0001
9,0.6065464615821838,0.4684668481349945,0.0001
10,0.48352140188217163,0.39766383171081543,0.0001
11,0.503618061542511,0.4353112280368805,0.0001
12,0.581688642501831,0.4059000313282013,0.0001
13,0.5391788482666016,0.3807160556316376,0.0001
14,0.4630938768386841,0.45216092467308044,0.0001
15,0.4586374759674072,0.5248515605926514,0.0001
16,0.5032179355621338,0.5229269862174988,0.0001
17,0.496041864156723,0.4531918168067932,0.0001
18,0.45282626152038574,0.37751102447509766,0.0001
19,0.4315333068370819,0.3633323907852173,0.0001
20,0.4577886462211609,0.3678419589996338,0.0001
21,0.47408077120780945,0.35368776321411133,0.0001
22,0.43953749537467957,0.37012627720832825,0.0001
23,0.41736412048339844,0.428445965051651,0.0001
24,0.4247169494628906,0.46209460496902466,0.0001
25,0.4268328547477722,0.4368145167827606,0.0001
26,0.4215412735939026,0.3777383267879486,0.0001
27,0.3904510736465454,0.3333985209465027,0.0001
28,0.399840772151947,0.32017892599105835,0.0001
29,0.41435593366622925,0.32478421926498413,0.0001
30,0.3933883309364319,0.3608534634113312,0.0001
31,0.3766289949417114,0.40897494554519653,0.0001
32,0.3864724040031433,0.4165533781051636,0.0001
33,0.38627952337265015,0.37119704484939575,0.0001
34,0.36798974871635437,0.3168290853500366,0.0001
35,0.364174485206604,0.2992730140686035,0.0001
36,0.3720492422580719,0.3176727294921875,0.0001
37,0.35760003328323364,0.3661363124847412,0.0001
38,0.3499611020088196,0.38810110092163086,0.0001
39,0.35233980417251587,0.34933289885520935,0.0001
40,0.34077656269073486,0.2969917058944702,0.0001
41,0.335393488407135,0.28334999084472656,0.0001
42,0.3450557589530945,0.3105606436729431,0.0001
43,0.3267976641654968,0.3495113253593445,0.0001
44,0.33402231335639954,0.33926957845687866,0.0001
45,0.33061492443084717,0.2959299683570862,0.0001
46,0.3199503421783447,0.2738400399684906,0.0001
47,0.32666903734207153,0.28962916135787964,0.0001
48,0.3146895170211792,0.32506975531578064,0.0001
49,0.31696179509162903,0.32056841254234314,0.0001
50,0.3202577233314514,0.27792784571647644,0.0001
51,0.31342512369155884,0.25898829102516174,0.0001
52,0.3107571601867676,0.2771205008029938,0.0001
53,0.3036961555480957,0.3027450144290924,0.0001
54,0.3000999689102173,0.28030386567115784,0.0001
55,0.30594223737716675,0.25193527340888977,0.0001
56,0.30317890644073486,0.2588256001472473,0.0001
57,0.2973109781742096,0.2884964346885681,0.0001
58,0.2993192672729492,0.27228617668151855,0.0001
59,0.28930091857910156,0.24300165474414825,0.0001
60,0.28948459029197693,0.245225191116333,0.0001
61,0.2863161861896515,0.2704925537109375,0.0001
62,0.2883896827697754,0.26365184783935547,0.0001
63,0.28483742475509644,0.2352917492389679,0.0001
64,0.2800625264644623,0.2360658347606659,0.0001
65,0.2763429880142212,0.2585826516151428,0.0001
66,0.2790617346763611,0.2422741949558258,0.0001
67,0.2708868682384491,0.22667117416858673,0.0001
68,0.27199894189834595,0.24921157956123352,0.0001
69,0.27473944425582886,0.24820254743099213,0.0001
70,0.2711888551712036,0.2208990752696991,0.0001
71,0.2678833603858948,0.22789302468299866,0.0001
72,0.26180052757263184,0.2485605776309967,0.0001
73,0.26591309905052185,0.22380195558071136,0.0001
74,0.25889885425567627,0.21785451471805573,0.0001
75,0.25897079706192017,0.23898273706436157,0.0001
76,0.2556101977825165,0.22818812727928162,0.0001
77,0.25037682056427,0.211646169424057,0.0001
78,0.2539631128311157,0.22344458103179932,0.0001
79,0.2518598735332489,0.2287926971912384,0.0001
80,0.2541115880012512,0.2089642733335495,0.0001
81,0.25234222412109375,0.2127171754837036,0.0001
82,0.24982208013534546,0.2169933021068573,0.0001
83,0.2476145476102829,0.2118208259344101,0.0001
84,0.2423602044582367,0.2055031657218933,0.0001
85,0.249359592795372,0.2261967658996582,0.0001
86,0.24809522926807404,0.2123255729675293,0.0001
87,0.23994678258895874,0.20553192496299744,0.0001
88,0.24894899129867554,0.2302049696445465,0.0001
89,0.2415754795074463,0.21182474493980408,0.0001
90,0.24187159538269043,0.20727679133415222,5e-05
91,0.25065648555755615,0.20911762118339539,5e-05
92,0.23725102841854095,0.2348492294549942,5e-05
93,0.2444157600402832,0.22170867025852203,5e-05
94,0.2412983477115631,0.20390202105045319,5e-05
95,0.24082252383232117,0.20454081892967224,5e-05
96,0.24166765809059143,0.20992359519004822,5e-05
97,0.23673884570598602,0.22858019173145294,5e-05
98,0.24101264774799347,0.21643464267253876,5e-05
99,0.23574578762054443,0.2033528834581375,5e-05
100,0.2368966042995453,0.20306390523910522,5e-05
101,0.23779189586639404,0.21364891529083252,5e-05
102,0.2318609356880188,0.22541868686676025,5e-05
103,0.23894628882408142,0.2100706696510315,5e-05
104,0.23502866923809052,0.20127874612808228,5e-05
105,0.23402348160743713,0.2010665088891983,5e-05
106,0.23348188400268555,0.21012091636657715,5e-05
107,0.2349839210510254,0.2214304357767105,5e-05
108,0.23279865086078644,0.2077690064907074,5e-05
109,0.23629221320152283,0.20209458470344543,5e-05
110,0.2328365445137024,0.20320473611354828,5e-05
111,0.2315879464149475,0.21311751008033752,2.5e-05
112,0.2309432178735733,0.21580646932125092,2.5e-05
113,0.22979283332824707,0.21076229214668274,2.5e-05
114,0.23230132460594177,0.20417311787605286,2.5e-05
115,0.23304305970668793,0.20139837265014648,2.5e-05
116,0.2325018048286438,0.20111683011054993,2.5e-05
117,0.23064211010932922,0.20405730605125427,1.25e-05
118,0.22753143310546875,0.20658603310585022,1.25e-05
119,0.23214572668075562,0.20881938934326172,1.25e-05
120,0.23106791079044342,0.20921289920806885,1.25e-05
121,0.2299184501171112,0.20805183053016663,1.25e-05
122,0.2306058257818222,0.20589643716812134,1.25e-05
123,0.22687506675720215,0.20424705743789673,6.25e-06
124,0.2297956645488739,0.2038457989692688,6.25e-06
125,0.22869698703289032,0.20380860567092896,6.25e-06
